64 32046.7649 23876.2193
100 29450.2144 16499.1466
128 27020.9172 14347.9515
200 24904.1958 11469.268
256 21705.7369 10368.9209
512 25628.1315 11190.957
600 23037.6569 9886.066
900 25922.1853 14576.9931
1024 32295.7157 15022.0766
2000 31034.6599 14960.0946
2048 30470.4121 14841.3256
3000 30665.7704 14793.7251
4000 31035.1828 14744.2384
