64 0.001953 0.00293
100 0.00415 0.009033
128 0.006836 0.013916
200 0.015869 0.038086
256 0.029297 0.063965
512 0.117188 0.272949
600 0.159912 0.37207
900 0.488037 0.855957
1024 0.512939 1.110107
2000 2.058105 4.305908
2048 2.197021 4.543945
3000 4.706055 9.734863
4000 8.319824 17.370117
