100000000 0.3253 0.3253
10000000 0.3393 0.2949
1000000 0.3132 0.2926
100000 0.3264 0.3046
10000 0.3059 0.3101
1024 0.3134 0.2971
128 0.3072 0.2834
2000 0.2883 0.3002
200 0.3041 0.2986
256 0.3008 0.2916
3000 0.3032 0.3067
4096 0.3634 0.293
50000 0.3072 0.2983
512 0.3219 0.2946
6000 0.3146 0.3059
600 0.2771 0.3092
64 0.2807 0.2991
7000 0.2887 0.2938
800 0.2994 0.2882
