100000000 0.208252 0.201905
10000000 0.200196 0.201905
1000000 0.204102 0.199952
100000 0.196045 0.196778
10000 0.196045 0.192872
1024 0.200196 0.192872
128 0.194092 0.194092
2000 0.199219 0.186768
200 0.193848 0.193848
256 0.193848 0.195069
3000 0.199952 0.183106
4096 0.179932 0.193848
50000 0.201905 0.195801
512 0.193848 0.192872
6000 0.178711 0.191407
600 0.194092 0.191895
64 0.200928 0.196045
7000 0.197022 0.187012
800 0.195069 0.196778
