100000000 0.2974 0.3035
10000000 0.2984 0.3047
1000000 0.3 0.3139
100000 0.3227 0.3793
10000 0.3464 0.1978
1024 0.3691 0.2366
128 0.3641 0.3447
2000 0.3263 0.1021
200 0.3465 0.3551
256 0.3537 0.2963
3000 0.3377 0.1014
4096 0.3436 0.1023
50000 0.3565 0.3843
512 0.3734 0.3211
6000 0.3452 0.0682
600 0.3564 0.2896
64 0.3604 0.3649
7000 0.3468 0.1861
800 0.3556 0.187
