100000000 0.2606 0.2613
10000000 0.2636 0.2642
1000000 0.2637 0.2645
100000 0.2724 0.2732
10000 0.3408 0.3127
1024 0.2902 0.2828
128 0.292 0.3003
2000 0.3264 0.2992
200 0.295 0.2847
256 0.2987 0.3007
3000 0.329 0.3001
4096 0.3416 0.3018
50000 0.3191 0.3066
512 0.3179 0.2939
6000 0.3438 0.3181
600 0.281 0.2984
64 0.2831 0.2831
7000 0.3376 0.3118
800 0.3394 0.274
